Date,Month,Region,State,Salesperson,Customer,Product,Category,Units,Unit Price,Sales,Cost,Profit,Channel,Target,Returned
5/14/2025,May,West,Maharashtra,Neha,Cust924,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
5/15/2025,May,South,Karnataka,Neha,Cust662,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
5/15/2025,May,South,Tamil Nadu,Karan,Cust556,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
5/15/2025,May,East,West Bengal,Priya,Cust309,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
5/16/2025,May,East,West Bengal,Rahul,Cust606,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
5/16/2025,May,North,Delhi,Asha,Cust308,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
5/16/2025,May,East,West Bengal,Arun,Cust283,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,No
5/17/2025,May,South,Tamil Nadu,Meera,Cust588,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Online,59400.00,No
5/17/2025,May,South,Karnataka,Meera,Cust582,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,Yes
5/17/2025,May,West,Maharashtra,Vijay,Cust471,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Retail,59400.00,No
5/18/2025,May,South,Tamil Nadu,Arun,Cust133,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
5/18/2025,May,South,Karnataka,Priya,Cust965,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
5/18/2025,May,East,West Bengal,Arun,Cust826,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Distributor,99000.00,No
5/19/2025,May,North,Delhi,Neha,Cust149,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Distributor,858000.00,No
5/19/2025,May,West,Maharashtra,Karan,Cust176,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Online,26400.00,No
5/19/2025,May,North,Delhi,Priya,Cust610,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Online,79200.00,No
5/20/2025,May,South,Tamil Nadu,Karan,Cust340,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Online,143000.00,No
5/20/2025,May,South,Tamil Nadu,Neha,Cust149,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,No
5/20/2025,May,South,Karnataka,Vijay,Cust798,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Retail,66000.00,No
5/21/2025,May,West,Maharashtra,Vijay,Cust991,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Retail,15400.00,No
5/21/2025,May,South,Karnataka,Asha,Cust692,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
5/21/2025,May,West,Maharashtra,Rahul,Cust459,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Online,138600.00,No
5/22/2025,May,West,Maharashtra,Arun,Cust913,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
5/22/2025,May,South,Tamil Nadu,Priya,Cust422,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Online,198000.00,No
5/22/2025,May,West,Maharashtra,Priya,Cust823,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Retail,39600.00,No
5/23/2025,May,North,Delhi,Karan,Cust417,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
5/23/2025,May,South,Karnataka,Neha,Cust298,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
5/23/2025,May,South,Karnataka,Neha,Cust994,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
5/24/2025,May,East,West Bengal,Neha,Cust694,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Online,19800.00,No
5/24/2025,May,South,Tamil Nadu,Meera,Cust171,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
5/24/2025,May,North,Delhi,Asha,Cust170,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Distributor,26400.00,No
5/25/2025,May,South,Tamil Nadu,Neha,Cust278,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
5/25/2025,May,North,Delhi,Priya,Cust184,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,Yes
5/25/2025,May,South,Tamil Nadu,Meera,Cust756,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
5/26/2025,May,West,Maharashtra,Vijay,Cust968,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
5/26/2025,May,South,Karnataka,Rahul,Cust723,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
5/26/2025,May,North,Delhi,Neha,Cust855,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Retail,71500.00,No
5/27/2025,May,West,Maharashtra,Rahul,Cust849,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Online,198000.00,No
5/27/2025,May,West,Maharashtra,Asha,Cust359,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Distributor,82500.00,No
5/27/2025,May,South,Tamil Nadu,Karan,Cust266,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
5/28/2025,May,East,West Bengal,Karan,Cust711,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Retail,500500.00,No
5/28/2025,May,North,Delhi,Rahul,Cust884,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
5/28/2025,May,South,Karnataka,Vijay,Cust984,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,No
5/29/2025,May,North,Delhi,Asha,Cust696,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Online,786500.00,No
5/29/2025,May,West,Maharashtra,Karan,Cust455,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
5/29/2025,May,West,Maharashtra,Meera,Cust708,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
5/30/2025,May,North,Delhi,Vijay,Cust426,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
5/30/2025,May,East,West Bengal,Asha,Cust339,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Online,61600.00,No
5/30/2025,May,South,Tamil Nadu,Vijay,Cust936,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Distributor,13200.00,No
5/31/2025,May,South,Tamil Nadu,Rahul,Cust508,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Distributor,178200.00,No
5/31/2025,May,East,West Bengal,Asha,Cust542,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
5/31/2025,May,North,Delhi,Neha,Cust598,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
6/1/2025,June,East,West Bengal,Meera,Cust556,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
6/1/2025,June,North,Delhi,Meera,Cust909,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
6/1/2025,June,West,Maharashtra,Meera,Cust612,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Distributor,39600.00,No
6/2/2025,June,South,Karnataka,Karan,Cust771,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,No
6/2/2025,June,South,Karnataka,Asha,Cust551,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
6/2/2025,June,East,West Bengal,Vijay,Cust764,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Distributor,132000.00,No
6/3/2025,June,South,Tamil Nadu,Vijay,Cust567,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Online,786500.00,No
6/3/2025,June,North,Delhi,Arun,Cust622,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,No
6/3/2025,June,North,Delhi,Karan,Cust463,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
6/4/2025,June,West,Maharashtra,Priya,Cust765,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
6/4/2025,June,West,Maharashtra,Rahul,Cust943,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
6/4/2025,June,West,Maharashtra,Karan,Cust456,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Online,118800.00,No
6/5/2025,June,North,Delhi,Neha,Cust217,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Retail,118800.00,No
6/5/2025,June,South,Karnataka,Vijay,Cust106,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
6/5/2025,June,East,West Bengal,Arun,Cust436,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
6/6/2025,June,West,Maharashtra,Vijay,Cust432,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
6/6/2025,June,East,West Bengal,Meera,Cust791,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,Yes
6/6/2025,June,South,Karnataka,Rahul,Cust325,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Distributor,145200.00,No
6/7/2025,June,South,Tamil Nadu,Karan,Cust711,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
6/7/2025,June,North,Delhi,Asha,Cust953,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,No
6/7/2025,June,South,Tamil Nadu,Karan,Cust185,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Distributor,99000.00,No
6/8/2025,June,East,West Bengal,Neha,Cust547,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Distributor,23100.00,No
6/8/2025,June,West,Maharashtra,Meera,Cust452,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Distributor,69300.00,No
6/8/2025,June,South,Karnataka,Neha,Cust289,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Online,15400.00,No
6/9/2025,June,South,Karnataka,Priya,Cust281,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Online,429000.00,No
6/9/2025,June,East,West Bengal,Karan,Cust574,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Retail,643500.00,No
6/9/2025,June,North,Delhi,Neha,Cust366,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Retail,52800.00,No
6/10/2025,June,South,Karnataka,Neha,Cust291,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
6/10/2025,June,West,Maharashtra,Neha,Cust813,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Retail,145200.00,No
6/10/2025,June,East,West Bengal,Priya,Cust991,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Retail,92400.00,No
6/11/2025,June,South,Karnataka,Asha,Cust114,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
6/11/2025,June,South,Karnataka,Arun,Cust344,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Distributor,15400.00,No
6/11/2025,June,West,Maharashtra,Rahul,Cust254,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
6/12/2025,June,East,West Bengal,Neha,Cust444,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
6/12/2025,June,East,West Bengal,Karan,Cust693,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
6/12/2025,June,North,Delhi,Vijay,Cust516,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
6/13/2025,June,South,Tamil Nadu,Neha,Cust601,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Retail,33000.00,Yes
6/13/2025,June,North,Delhi,Karan,Cust432,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Distributor,786500.00,No
6/13/2025,June,South,Tamil Nadu,Vijay,Cust214,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
6/14/2025,June,South,Karnataka,Priya,Cust776,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
6/14/2025,June,North,Delhi,Arun,Cust856,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Retail,237600.00,No
6/14/2025,June,West,Maharashtra,Asha,Cust678,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
6/15/2025,June,South,Tamil Nadu,Arun,Cust718,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
6/15/2025,June,West,Maharashtra,Rahul,Cust609,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
6/15/2025,June,East,West Bengal,Meera,Cust643,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
6/16/2025,June,North,Delhi,Rahul,Cust900,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Online,858000.00,No
6/16/2025,June,North,Delhi,Arun,Cust691,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,No
6/16/2025,June,East,West Bengal,Neha,Cust990,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Retail,82500.00,No
6/17/2025,June,West,Maharashtra,Rahul,Cust922,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
6/17/2025,June,South,Tamil Nadu,Arun,Cust130,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Retail,214500.00,No
6/17/2025,June,South,Karnataka,Karan,Cust309,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Online,429000.00,No
6/18/2025,June,East,West Bengal,Karan,Cust650,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Online,82500.00,No
6/18/2025,June,West,Maharashtra,Rahul,Cust224,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Retail,500500.00,No
6/18/2025,June,West,Maharashtra,Meera,Cust952,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Retail,118800.00,No
6/19/2025,June,East,West Bengal,Vijay,Cust159,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Distributor,19800.00,No
6/19/2025,June,East,West Bengal,Vijay,Cust349,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Distributor,23100.00,No
6/19/2025,June,North,Delhi,Asha,Cust485,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,No
6/20/2025,June,East,West Bengal,Vijay,Cust787,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
6/20/2025,June,South,Karnataka,Asha,Cust919,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Distributor,286000.00,No
6/20/2025,June,South,Karnataka,Priya,Cust600,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,No
6/21/2025,June,North,Delhi,Meera,Cust363,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Distributor,357500.00,No
6/21/2025,June,North,Delhi,Arun,Cust197,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Retail,26400.00,No
6/21/2025,June,South,Tamil Nadu,Vijay,Cust530,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
6/22/2025,June,East,West Bengal,Rahul,Cust771,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
6/22/2025,June,East,West Bengal,Vijay,Cust159,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Distributor,79200.00,No
6/22/2025,June,South,Tamil Nadu,Neha,Cust969,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
6/23/2025,June,West,Maharashtra,Priya,Cust506,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
6/23/2025,June,West,Maharashtra,Karan,Cust898,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
6/23/2025,June,East,West Bengal,Karan,Cust558,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Distributor,198000.00,No
6/24/2025,June,North,Delhi,Meera,Cust597,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Distributor,715000.00,No
6/24/2025,June,East,West Bengal,Neha,Cust722,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Online,138600.00,No
6/24/2025,June,South,Tamil Nadu,Priya,Cust155,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Distributor,178200.00,No
6/25/2025,June,East,West Bengal,Neha,Cust495,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
6/25/2025,June,West,Maharashtra,Vijay,Cust286,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
6/25/2025,June,West,Maharashtra,Meera,Cust475,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,No
6/26/2025,June,South,Tamil Nadu,Karan,Cust925,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Online,82500.00,No
6/26/2025,June,North,Delhi,Priya,Cust432,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Distributor,26400.00,No
6/26/2025,June,South,Tamil Nadu,Rahul,Cust583,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
6/27/2025,June,South,Tamil Nadu,Vijay,Cust284,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Distributor,52800.00,No
6/27/2025,June,West,Maharashtra,Asha,Cust756,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Online,118800.00,No
6/27/2025,June,South,Karnataka,Vijay,Cust407,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
6/28/2025,June,South,Tamil Nadu,Meera,Cust656,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
6/28/2025,June,North,Delhi,Meera,Cust353,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
6/28/2025,June,West,Maharashtra,Neha,Cust317,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Online,16500.00,No
6/29/2025,June,South,Karnataka,Vijay,Cust235,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
6/29/2025,June,North,Delhi,Priya,Cust547,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
6/29/2025,June,South,Karnataka,Priya,Cust743,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Retail,115500.00,No
6/30/2025,June,South,Tamil Nadu,Asha,Cust762,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
6/30/2025,June,West,Maharashtra,Vijay,Cust158,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Online,118800.00,No
6/30/2025,June,South,Tamil Nadu,Vijay,Cust775,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Retail,178200.00,No
7/1/2025,July,South,Tamil Nadu,Priya,Cust873,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
7/1/2025,July,South,Tamil Nadu,Neha,Cust418,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,Yes
7/1/2025,July,South,Karnataka,Meera,Cust405,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
7/2/2025,July,South,Tamil Nadu,Arun,Cust633,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Online,82500.00,No
7/2/2025,July,South,Karnataka,Rahul,Cust915,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
7/2/2025,July,South,Karnataka,Karan,Cust841,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
7/3/2025,July,South,Karnataka,Priya,Cust684,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Distributor,23100.00,No
7/3/2025,July,West,Maharashtra,Vijay,Cust287,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
7/3/2025,July,South,Karnataka,Asha,Cust238,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Distributor,99000.00,No
7/4/2025,July,East,West Bengal,Meera,Cust844,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
7/4/2025,July,South,Tamil Nadu,Vijay,Cust186,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
7/4/2025,July,North,Delhi,Meera,Cust340,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
7/5/2025,July,South,Karnataka,Vijay,Cust693,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
7/5/2025,July,South,Karnataka,Meera,Cust963,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Distributor,858000.00,No
7/5/2025,July,South,Karnataka,Vijay,Cust184,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Online,66000.00,No
7/6/2025,July,East,West Bengal,Vijay,Cust451,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
7/6/2025,July,West,Maharashtra,Meera,Cust874,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Retail,39600.00,No
7/6/2025,July,East,West Bengal,Priya,Cust584,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Retail,26400.00,No
7/7/2025,July,South,Tamil Nadu,Arun,Cust721,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Online,237600.00,Yes
7/7/2025,July,West,Maharashtra,Priya,Cust344,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
7/7/2025,July,South,Tamil Nadu,Arun,Cust446,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Online,198000.00,No
7/8/2025,July,West,Maharashtra,Asha,Cust741,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Retail,181500.00,No
7/8/2025,July,West,Maharashtra,Karan,Cust648,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Retail,13200.00,No
7/8/2025,July,North,Delhi,Asha,Cust324,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
7/9/2025,July,South,Tamil Nadu,Asha,Cust122,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Retail,858000.00,No
7/9/2025,July,East,West Bengal,Priya,Cust938,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Online,132000.00,No
7/9/2025,July,North,Delhi,Asha,Cust958,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
7/10/2025,July,South,Karnataka,Rahul,Cust789,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Distributor,198000.00,No
7/10/2025,July,West,Maharashtra,Priya,Cust906,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Distributor,69300.00,No
7/10/2025,July,West,Maharashtra,Neha,Cust342,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Online,99000.00,No
7/11/2025,July,South,Karnataka,Asha,Cust760,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
7/11/2025,July,East,West Bengal,Asha,Cust699,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Distributor,165000.00,No
7/11/2025,July,South,Tamil Nadu,Asha,Cust866,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Retail,66000.00,No
7/12/2025,July,West,Maharashtra,Karan,Cust253,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Retail,118800.00,No
7/12/2025,July,East,West Bengal,Arun,Cust494,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
7/12/2025,July,South,Karnataka,Meera,Cust198,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,Yes
7/13/2025,July,South,Tamil Nadu,Rahul,Cust279,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Distributor,19800.00,No
7/13/2025,July,South,Tamil Nadu,Asha,Cust417,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
7/13/2025,July,South,Tamil Nadu,Vijay,Cust589,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
7/14/2025,July,South,Karnataka,Karan,Cust890,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
7/14/2025,July,West,Maharashtra,Priya,Cust726,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
7/14/2025,July,South,Tamil Nadu,Vijay,Cust880,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Online,858000.00,No
7/15/2025,July,North,Delhi,Vijay,Cust735,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
7/15/2025,July,East,West Bengal,Arun,Cust584,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
7/15/2025,July,South,Karnataka,Rahul,Cust231,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Online,115500.00,No
7/16/2025,July,West,Maharashtra,Arun,Cust174,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
7/16/2025,July,East,West Bengal,Arun,Cust526,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
7/16/2025,July,East,West Bengal,Rahul,Cust101,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
7/17/2025,July,West,Maharashtra,Asha,Cust735,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Distributor,23100.00,No
7/17/2025,July,South,Tamil Nadu,Neha,Cust644,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
7/17/2025,July,North,Delhi,Karan,Cust777,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
7/18/2025,July,South,Karnataka,Rahul,Cust952,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Distributor,105600.00,No
7/18/2025,July,North,Delhi,Karan,Cust785,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
7/18/2025,July,East,West Bengal,Meera,Cust494,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
7/19/2025,July,North,Delhi,Priya,Cust483,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Retail,39600.00,No
7/19/2025,July,South,Tamil Nadu,Priya,Cust286,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
7/19/2025,July,South,Karnataka,Asha,Cust830,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Retail,15400.00,Yes
7/20/2025,July,West,Maharashtra,Vijay,Cust731,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
